,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes
1975,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M09,187.207,2018,9
1976,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M08,263.093,2018,8
1977,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M07,221.138,2018,7
1978,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M06,183.840,2018,6
1979,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M05,125.191,2018,5
1980,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M04,104.833,2018,4
1981,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M03,88.773,2018,3
1982,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M02,59.124,2018,2
1983,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M01,37.941,2018,1
1984,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M12,52.557,2017,12
1985,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M11,55.925,2017,11
1986,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M10,103.146,2017,10
1987,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M09,175.567,2017,9
1988,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M08,219.463,2017,8
1989,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M07,215.630,2017,7
1990,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M06,175.445,2017,6
1991,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M05,117.006,2017,5
1992,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M04,114.662,2017,4
1993,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M03,77.091,2017,3
1994,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M02,59.417,2017,2
1995,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M01,41.313,2017,1
1996,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M12,43.192,2016,12
1997,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M11,54.177,2016,11
1998,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M10,95.959,2016,10
1999,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M09,173.007,2016,9
2000,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M08,221.253,2016,8
2001,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M07,217.402,2016,7
2002,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M06,168.066,2016,6
2003,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M05,117.497,2016,5
2004,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M04,90.567,2016,4
2005,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M03,88.164,2016,3
2006,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M02,64.604,2016,2
2007,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M01,41.719,2016,1
2008,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M12,47.151,2015,12
2009,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M11,46.122,2015,11
2010,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M10,80.584,2015,10
2011,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M09,156.107,2015,9
2012,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M08,224.334,2015,8
2013,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M07,201.085,2015,7
2014,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M06,161.312,2015,6
2015,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M05,96.315,2015,5
2016,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M04,84.834,2015,4
2017,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M03,70.307,2015,3
2018,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M02,53.210,2015,2
2019,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M01,33.562,2015,1
2020,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M12,44.841,2014,12
2021,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M11,46.692,2014,11
2022,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M10,77.899,2014,10
2023,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M09,143.906,2014,9
2024,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M08,207.955,2014,8
2025,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M07,173.883,2014,7
2026,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M06,142.759,2014,6
2027,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M05,85.376,2014,5
2028,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M04,85.914,2014,4
2029,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M03,62.701,2014,3
2030,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M02,50.333,2014,2
2031,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M01,33.330,2014,1
2032,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M12,34.294,2013,12
2033,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M11,41.191,2013,11
2034,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M10,69.072,2013,10
2035,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M09,128.858,2013,9
2036,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M08,198.198,2013,8
2037,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M07,166.535,2013,7
2038,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M06,123.431,2013,6
2039,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M05,85.644,2013,5
2040,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M04,65.400,2013,4
2041,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M03,68.834,2013,3
2042,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M02,44.957,2013,2
2043,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M01,31.277,2013,1
2844,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M04,259.883,2025,4
2845,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M03,147.453,2025,3
2846,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M02,127.353,2025,2
2847,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M01,100.095,2025,1
2848,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M12,123.395,2024,12
2849,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M11,140.183,2024,11
2850,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M10,251.255,2024,10
2851,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M09,322.959,2024,9
2852,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M08,364.584,2024,8
2853,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M07,341.253,2024,7
2854,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M06,320.439,2024,6
2855,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M05,328.708,2024,5
2856,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M04,251.066,2024,4
2857,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M03,182.461,2024,3
2858,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M02,138.223,2024,2
2859,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M01,97.523,2024,1
2860,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M12,126.224,2023,12
2861,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M11,133.529,2023,11
2862,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M10,266.081,2023,10
2863,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M09,314.938,2023,9
2864,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M08,398.702,2023,8
2865,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M07,381.023,2023,7
2866,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M06,324.699,2023,6
2867,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M05,279.090,2023,5
2868,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M04,284.665,2023,4
2869,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M03,157.080,2023,3
2870,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M02,131.043,2023,2
2871,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M01,91.940,2023,1
2872,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M12,107.834,2022,12
2873,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M11,123.488,2022,11
2874,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M10,233.672,2022,10
2875,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M09,316.371,2022,9
2876,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M08,375.881,2022,8
2877,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M07,380.127,2022,7
2878,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M06,326.726,2022,6
2879,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M05,286.803,2022,5
2880,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M04,240.758,2022,4
2881,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M03,125.866,2022,3
2882,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M02,107.541,2022,2
2883,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M01,66.711,2022,1
2884,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M12,87.948,2021,12
2885,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M11,103.726,2021,11
2886,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M10,204.948,2021,10
2887,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M09,279.774,2021,9
2888,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M08,347.275,2021,8
2889,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M07,338.840,2021,7
2890,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M06,253.511,2021,6
2891,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M05,146.286,2021,5
2892,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M04,47.099,2021,4
2893,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M03,40.397,2021,3
2894,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M02,30.123,2021,2
2895,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M01,27.196,2021,1
2896,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M12,35.699,2020,12
2897,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M11,29.177,2020,11
2898,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M10,89.192,2020,10
2899,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M09,165.208,2020,9
2900,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M08,285.040,2020,8
2901,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M07,232.826,2020,7
2902,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M06,66.416,2020,6
2903,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M05,4.003,2020,5
2904,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M04,0,2020,4
2905,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M03,72.385,2020,3
2906,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M02,154.330,2020,2
2907,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M01,99.481,2020,1
2908,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M12,123.166,2019,12
2909,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M11,132.940,2019,11
2910,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M10,248.441,2019,10
2911,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M09,308.278,2019,9
2912,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M08,375.349,2019,8
2913,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M07,358.654,2019,7
2914,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M06,307.993,2019,6
2915,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M05,286.684,2019,5
2916,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M04,245.551,2019,4
2917,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M03,176.231,2019,3
2918,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M02,130.732,2019,2
2919,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M01,97.967,2019,1
2920,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M12,119.691,2018,12
2921,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M11,127.887,2018,11
2922,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M10,259.132,2018,10
2923,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M09,303.930,2018,9
2924,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M08,372.945,2018,8
2925,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M07,319.586,2018,7
2926,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M06,289.911,2018,6
2927,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M05,263.318,2018,5
2928,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M04,209.417,2018,4
2929,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M03,161.014,2018,3
2930,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M02,130.248,2018,2
2931,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M01,91.028,2018,1
2932,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M12,109.175,2017,12
2933,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M11,117.500,2017,11
2934,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M10,239.091,2017,10
2935,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M09,282.521,2017,9
2936,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M08,343.245,2017,8
2937,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M07,325.682,2017,7
2938,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M06,292.977,2017,6
2939,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M05,261.547,2017,5
2940,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M04,246.325,2017,4
2941,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M03,145.183,2017,3
2942,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M02,119.263,2017,2
2943,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M01,83.733,2017,1
2944,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M12,95.548,2016,12
2945,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M11,100.730,2016,11
2946,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M10,233.823,2016,10
2947,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M09,267.626,2016,9
2948,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M08,335.316,2016,8
2949,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M07,330.748,2016,7
2950,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M06,293.608,2016,6
2951,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M05,244.121,2016,5
2952,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M04,199.597,2016,4
2953,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M03,166.583,2016,3
2954,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M02,121.437,2016,2
2955,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M01,74.118,2016,1
2956,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M12,97.037,2015,12
2957,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M11,103.751,2015,11
2958,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M10,211.162,2015,10
2959,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M09,257.729,2015,9
2960,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M08,325.969,2015,8
2961,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M07,301.398,2015,7
2962,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M06,267.623,2015,6
2963,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M05,245.705,2015,5
2964,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M04,195.277,2015,4
2965,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M03,120.663,2015,3
2966,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M02,106.162,2015,2
2967,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M01,64.072,2015,1
2968,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M12,89.132,2014,12
2969,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M11,85.672,2014,11
2970,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M10,179.882,2014,10
2971,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M09,238.670,2014,9
2972,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M08,336.263,2014,8
2973,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M07,278.929,2014,7
2974,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M06,233.693,2014,6
2975,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M05,223.734,2014,5
2976,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M04,167.828,2014,4
2977,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M03,113.031,2014,3
2978,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M02,91.631,2014,2
2979,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M01,60.841,2014,1
2980,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M12,84.904,2013,12
2981,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M11,94.340,2013,11
2982,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M10,183.419,2013,10
2983,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M09,254.395,2013,9
2984,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M08,337.956,2013,8
2985,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M07,288.377,2013,7
2986,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M06,250.350,2013,6
2987,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M05,220.452,2013,5
2988,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M04,159.262,2013,4
2989,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M03,139.968,2013,3
2990,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M02,107.600,2013,2
2991,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M01,58.561,2013,1
3792,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2025M04,121.701,2025,4
3793,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2025M03,98.204,2025,3
3794,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2025M02,81.664,2025,2
3795,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2025M01,76.019,2025,1
3796,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M12,80.679,2024,12
3797,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M11,99.847,2024,11
3798,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M10,110.866,2024,10
3799,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M09,106.593,2024,9
3800,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M08,87.212,2024,8
3801,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M07,70.903,2024,7
3802,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M06,97.539,2024,6
3803,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M05,120.387,2024,5
3804,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M04,112.273,2024,4
3805,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M03,106.588,2024,3
3806,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M02,88.591,2024,2
3807,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2024M01,74.538,2024,1
3808,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M12,88.135,2023,12
3809,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M11,98.244,2023,11
3810,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M10,117.661,2023,10
3811,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M09,106.478,2023,9
3812,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M08,88.170,2023,8
3813,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M07,77.709,2023,7
3814,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M06,90.456,2023,6
3815,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M05,110.383,2023,5
3816,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M04,109.465,2023,4
3817,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M03,92.822,2023,3
3818,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M02,77.973,2023,2
3819,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2023M01,68.849,2023,1
3820,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M12,75.556,2022,12
3821,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M11,85.818,2022,11
3822,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M10,107.063,2022,10
3823,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M09,98.524,2022,9
3824,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M08,87.450,2022,8
3825,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M07,72.712,2022,7
3826,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M06,86.049,2022,6
3827,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M05,108.654,2022,5
3828,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M04,105.128,2022,4
3829,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M03,81.432,2022,3
3830,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M02,70.543,2022,2
3831,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2022M01,53.890,2022,1
3832,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M12,64.648,2021,12
3833,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M11,80.376,2021,11
3834,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M10,89.835,2021,10
3835,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M09,77.798,2021,9
3836,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M08,75.076,2021,8
3837,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M07,60.394,2021,7
3838,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M06,54.255,2021,6
3839,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M05,50.016,2021,5
3840,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M04,20.256,2021,4
3841,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M03,19.013,2021,3
3842,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M02,12.724,2021,2
3843,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2021M01,14.281,2021,1
3844,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M12,17.150,2020,12
3845,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M11,11.733,2020,11
3846,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M10,40.933,2020,10
3847,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M09,39.870,2020,9
3848,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M08,41.764,2020,8
3849,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M07,29.175,2020,7
3850,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M06,9.127,2020,6
3851,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2020M05,625,2020,5
