Puntos turísticos;Periodo;Total
03031 Benidorm;2017M08;5,63
03031 Benidorm;2017M07;5,52
03031 Benidorm;2017M06;5,8
03031 Benidorm;2017M05;5,66
03031 Benidorm;2017M04;5,07
03031 Benidorm;2017M03;5,49
03031 Benidorm;2017M02;5,35
03031 Benidorm;2017M01;6,16
03031 Benidorm;2016M12;5,67
03031 Benidorm;2016M11;5,89
03031 Benidorm;2016M10;6,22
03031 Benidorm;2016M09;6,05
03031 Benidorm;2016M08;5,73
03031 Benidorm;2016M07;5,78
03031 Benidorm;2016M06;5,91
03031 Benidorm;2016M05;5,65
03031 Benidorm;2016M04;5,34
03031 Benidorm;2016M03;5,59
03031 Benidorm;2016M02;5,71
03031 Benidorm;2016M01;6,49
03031 Benidorm;2015M12;5,59
03031 Benidorm;2015M11;5,56
03031 Benidorm;2015M10;6,37
03031 Benidorm;2015M09;6,38
03031 Benidorm;2015M08;5,71
03031 Benidorm;2015M07;5,92
03031 Benidorm;2015M06;5,77
03031 Benidorm;2015M05;5,46
03031 Benidorm;2015M04;5,29
03031 Benidorm;2015M03;5,71
03031 Benidorm;2015M02;5,32
03031 Benidorm;2015M01;6,38
03031 Benidorm;2014M12;5,51
03031 Benidorm;2014M11;5,7
03031 Benidorm;2014M10;6,24
03031 Benidorm;2014M09;6,14
03031 Benidorm;2014M08;5,53
03031 Benidorm;2014M07;5,71
03031 Benidorm;2014M06;5,91
03031 Benidorm;2014M05;5,56
03031 Benidorm;2014M04;5,13
03031 Benidorm;2014M03;5,63
03031 Benidorm;2014M02;5,16
03031 Benidorm;2014M01;6,26
03031 Benidorm;2013M12;5,49
03031 Benidorm;2013M11;5,23
03031 Benidorm;2013M10;6,18
03031 Benidorm;2013M09;6,02
03031 Benidorm;2013M08;5,53
03031 Benidorm;2013M07;5,92
03031 Benidorm;2013M06;5,82
03031 Benidorm;2013M05;5,5
03031 Benidorm;2013M04;5,65
03031 Benidorm;2013M03;5,44
03031 Benidorm;2013M02;5,56
03031 Benidorm;2013M01;6,59
03031 Benidorm;2012M12;5,68
03031 Benidorm;2012M11;5,62
03031 Benidorm;2012M10;6,54
03031 Benidorm;2012M09;6,14
03031 Benidorm;2012M08;5,86
03031 Benidorm;2012M07;6,04
03031 Benidorm;2012M06;5,84
03031 Benidorm;2012M05;5,8
03031 Benidorm;2012M04;5,1
03031 Benidorm;2012M03;5,63
03031 Benidorm;2012M02;5,18
03031 Benidorm;2012M01;6,39
03031 Benidorm;2011M12;5,79
03031 Benidorm;2011M11;6,31
03031 Benidorm;2011M10;6,51
03031 Benidorm;2011M09;6,29
03031 Benidorm;2011M08;5,86
03031 Benidorm;2011M07;5,97
03031 Benidorm;2011M06;6,36
03031 Benidorm;2011M05;6,08
03031 Benidorm;2011M04;5,54
03031 Benidorm;2011M03;5,83
03031 Benidorm;2011M02;4,84
03031 Benidorm;2011M01;6,73
03031 Benidorm;2010M12;5,96
03031 Benidorm;2010M11;6,54
03031 Benidorm;2010M10;6,5
03031 Benidorm;2010M09;6,41
03031 Benidorm;2010M08;5,82
03031 Benidorm;2010M07;5,9
03031 Benidorm;2010M06;6,11
03031 Benidorm;2010M05;5,89
03031 Benidorm;2010M04;5,44
03031 Benidorm;2010M03;6,05
03031 Benidorm;2010M02;5,64
03031 Benidorm;2010M01;6,97
03031 Benidorm;2009M12;5,76
03031 Benidorm;2009M11;6,11
03031 Benidorm;2009M10;6,59
03031 Benidorm;2009M09;5,99
03031 Benidorm;2009M08;5,88
03031 Benidorm;2009M07;5,96
03031 Benidorm;2009M06;6,06
03031 Benidorm;2009M05;5,78
03031 Benidorm;2009M04;5,72
03031 Benidorm;2009M03;6,19
03031 Benidorm;2009M02;5,61
03031 Benidorm;2009M01;7,57
03031 Benidorm;2008M12;6,07
03031 Benidorm;2008M11;6,3
03031 Benidorm;2008M10;7,39
03031 Benidorm;2008M09;6,67
03031 Benidorm;2008M08;5,5
03031 Benidorm;2008M07;6,19
03031 Benidorm;2008M06;6,65
03031 Benidorm;2008M05;6,21
03031 Benidorm;2008M04;5,92
03031 Benidorm;2008M03;5,69
03031 Benidorm;2008M02;5,92
03031 Benidorm;2008M01;7,37
03031 Benidorm;2007M12;6,37
03031 Benidorm;2007M11;6,36
03031 Benidorm;2007M10;7,52
03031 Benidorm;2007M09;6,87
03031 Benidorm;2007M08;5,78
03031 Benidorm;2007M07;6,01
03031 Benidorm;2007M06;6,58
03031 Benidorm;2007M05;5,92
03031 Benidorm;2007M04;5,32
03031 Benidorm;2007M03;6,07
03031 Benidorm;2007M02;5,56
03031 Benidorm;2007M01;6,98
03031 Benidorm;2006M12;5,31
03031 Benidorm;2006M11;5,03
03031 Benidorm;2006M10;6,86
03031 Benidorm;2006M09;6
03031 Benidorm;2006M08;5,68
03031 Benidorm;2006M07;5,59
03031 Benidorm;2006M06;6,02
03031 Benidorm;2006M05;5,91
03031 Benidorm;2006M04;5,17
03031 Benidorm;2006M03;5,51
03031 Benidorm;2006M02;5,23
03031 Benidorm;2006M01;6,33
03031 Benidorm;2005M12;6,9
03031 Benidorm;2005M11;8,05
03031 Benidorm;2005M10;8,26
03031 Benidorm;2005M09;7,29
03031 Benidorm;2005M08;7,08
03031 Benidorm;2005M07;6,73
03031 Benidorm;2005M06;6,76
03031 Benidorm;2005M05;7,08
03031 Benidorm;2005M04;6,98
03031 Benidorm;2005M03;6,55
03031 Benidorm;2005M02;6,66
03031 Benidorm;2005M01;8,59
03063 Dénia;2025M04;2,57
03063 Dénia;2025M03;.
03063 Dénia;2025M02;.
03063 Dénia;2025M01;.
03063 Dénia;2024M12;.
03063 Dénia;2024M11;.
03063 Dénia;2024M10;.
03063 Dénia;2024M09;2,35
03063 Dénia;2024M08;3,01
03063 Dénia;2024M07;2,62
03063 Dénia;2024M06;2,32
03063 Dénia;2024M05;2,26
03063 Dénia;2024M04;2,67
03063 Dénia;2024M03;2,99
03063 Dénia;2024M02;.
03063 Dénia;2024M01;.
03063 Dénia;2023M12;.
03063 Dénia;2023M11;.
03063 Dénia;2023M10;2,36
03063 Dénia;2023M09;2,42
03063 Dénia;2023M08;2,91
03063 Dénia;2023M07;2,52
03063 Dénia;2023M06;2,14
03063 Dénia;2023M05;2,25
03063 Dénia;2023M04;2,42
03063 Dénia;2023M03;.
03063 Dénia;2023M02;.
03063 Dénia;2023M01;.
03063 Dénia;2022M12;.
03063 Dénia;2022M11;.
03063 Dénia;2022M10;3,51
03063 Dénia;2022M09;2,96
03063 Dénia;2022M08;3,4
03063 Dénia;2022M07;3,1
03063 Dénia;2022M06;2,85
03063 Dénia;2022M05;2,97
03063 Dénia;2022M04;3,27
03063 Dénia;2022M03;.
03063 Dénia;2022M02;.
03063 Dénia;2022M01;.
03063 Dénia;2021M12;2,33
03063 Dénia;2021M11;2,61
03063 Dénia;2021M10;2,59
03063 Dénia;2021M09;2,7
03063 Dénia;2021M08;3,08
03063 Dénia;2021M07;2,84
03063 Dénia;2021M06;2,41
03063 Dénia;2021M05;1,9
03063 Dénia;2021M04;.
03063 Dénia;2021M03;.
03063 Dénia;2021M02;.
03063 Dénia;2021M01;.
03063 Dénia;2020M12;.
03063 Dénia;2020M11;1,92
03063 Dénia;2020M10;2,03
03063 Dénia;2020M09;1,99
03063 Dénia;2020M08;2,6
03063 Dénia;2020M07;2,36
03063 Dénia;2020M06;.
03063 Dénia;2020M05;.
03063 Dénia;2020M04;0
03063 Dénia;2020M03;3,01
03063 Dénia;2020M02;3,26
03063 Dénia;2020M01;3,38
03063 Dénia;2019M12;3,27
03063 Dénia;2019M11;3,08
03063 Dénia;2019M10;2,94
03063 Dénia;2019M09;3,31
03063 Dénia;2019M08;3,2
03063 Dénia;2019M07;3,16
03063 Dénia;2019M06;2,85
03063 Dénia;2019M05;2,82
03063 Dénia;2019M04;3,4
03063 Dénia;2019M03;3,53
03063 Dénia;2019M02;3,86
03063 Dénia;2019M01;4,25
03063 Dénia;2018M12;.
03063 Dénia;2018M11;.
03063 Dénia;2018M10;2,9
03063 Dénia;2018M09;2,91
03063 Dénia;2018M08;3,54
03063 Dénia;2018M07;3,08
03063 Dénia;2018M06;2,61
03063 Dénia;2018M05;2,31
03063 Dénia;2018M04;2,67
03063 Dénia;2018M03;2,65
03063 Dénia;2018M02;.
03063 Dénia;2018M01;.
03063 Dénia;2017M12;.
03063 Dénia;2017M11;.
03063 Dénia;2017M10;.
03063 Dénia;2017M09;2,89
03063 Dénia;2017M08;2,79
03063 Dénia;2017M07;2,95
03063 Dénia;2017M06;2,34
03063 Dénia;2017M05;2,16
03063 Dénia;2017M04;2,63
03063 Dénia;2017M03;.
03063 Dénia;2017M02;.
03063 Dénia;2017M01;.
03063 Dénia;2016M12;.
03063 Dénia;2016M11;.
03063 Dénia;2016M10;.
03063 Dénia;2016M09;3,64
03063 Dénia;2016M08;4,03
03063 Dénia;2016M07;3,74
03063 Dénia;2016M06;3,54
03063 Dénia;2016M05;.
03063 Dénia;2016M04;.
03063 Dénia;2016M03;.
03063 Dénia;2016M02;.
03063 Dénia;2016M01;.
03063 Dénia;2015M12;.
03063 Dénia;2015M11;.
03063 Dénia;2015M10;3,65
03063 Dénia;2015M09;3,49
03063 Dénia;2015M08;3,8
03063 Dénia;2015M07;3,64
03063 Dénia;2015M06;3,25
03063 Dénia;2015M05;3,65
03063 Dénia;2015M04;3,98
03063 Dénia;2015M03;4,73
03063 Dénia;2015M02;.
03063 Dénia;2015M01;.
03063 Dénia;2014M12;.
03063 Dénia;2014M11;4,21
03063 Dénia;2014M10;4,2
03063 Dénia;2014M09;3,58
03063 Dénia;2014M08;3,96
03063 Dénia;2014M07;3,66
03063 Dénia;2014M06;3,67
03063 Dénia;2014M05;4,05
03063 Dénia;2014M04;3,59
03063 Dénia;2014M03;4,52
03063 Dénia;2014M02;.
03063 Dénia;2014M01;.
03063 Dénia;2013M12;..
03063 Dénia;2013M11;..
03063 Dénia;2013M10;4,14
03063 Dénia;2013M09;3,72
03063 Dénia;2013M08;4,07
03063 Dénia;2013M07;3,75
03063 Dénia;2013M06;3,23
03063 Dénia;2013M05;4,02
03063 Dénia;2013M04;4,44
03063 Dénia;2013M03;4,64
03063 Dénia;2013M02;..
03063 Dénia;2013M01;..
03063 Dénia;2012M12;..
03063 Dénia;2012M11;..
03063 Dénia;2012M10;2,68
03063 Dénia;2012M09;3,29
03063 Dénia;2012M08;3,44
03063 Dénia;2012M07;3,05
03063 Dénia;2012M06;2,46
03063 Dénia;2012M05;2,56
03063 Dénia;2012M04;2,75
03063 Dénia;2012M03;2,66
03063 Dénia;2012M02;..
03063 Dénia;2012M01;..
03063 Dénia;2011M12;""
03063 Dénia;2011M11;""
03063 Dénia;2011M10;2,95
03063 Dénia;2011M09;3,2
03063 Dénia;2011M08;3,42
03063 Dénia;2011M07;2,83
03063 Dénia;2011M06;2,45
03063 Dénia;2011M05;2,39
03063 Dénia;2011M04;2,67
03063 Dénia;2011M03;2,73
03063 Dénia;2011M02;""
03063 Dénia;2011M01;""
03063 Dénia;2010M12;""
03063 Dénia;2010M11;""
03063 Dénia;2010M10;2,58
03063 Dénia;2010M09;2,87
03063 Dénia;2010M08;3,31
03063 Dénia;2010M07;2,88
03063 Dénia;2010M06;2,49
03063 Dénia;2010M05;2,58
03063 Dénia;2010M04;2,43
03063 Dénia;2010M03;2,58
03063 Dénia;2010M02;2,27
03063 Dénia;2010M01;""
03063 Dénia;2009M12;2,47
03063 Dénia;2009M11;2,4
03063 Dénia;2009M10;2,42
03063 Dénia;2009M09;2,62
03063 Dénia;2009M08;3,18
03063 Dénia;2009M07;2,59
03063 Dénia;2009M06;2,56
03063 Dénia;2009M05;2,22
03063 Dénia;2009M04;2,25
03063 Dénia;2009M03;2,06
03063 Dénia;2009M02;..
03063 Dénia;2009M01;..
03063 Dénia;2008M12;2,96
03063 Dénia;2008M11;2,77
03063 Dénia;2008M10;2,77
03063 Dénia;2008M09;3
03063 Dénia;2008M08;3,16
03063 Dénia;2008M07;2,61
03063 Dénia;2008M06;2,47
03063 Dénia;2008M05;2,57
03063 Dénia;2008M04;2,57
03063 Dénia;2008M03;2,65
03063 Dénia;2008M02;2,8
03063 Dénia;2008M01;2,62
03063 Dénia;2007M12;3,11
03063 Dénia;2007M11;3,02
03063 Dénia;2007M10;2,62
03063 Dénia;2007M09;3,26
03063 Dénia;2007M08;3,34
03063 Dénia;2007M07;2,54
03063 Dénia;2007M06;2,61
03063 Dénia;2007M05;3,03
03063 Dénia;2007M04;3,08
03063 Dénia;2007M03;2,63
03063 Dénia;2007M02;2,46
03063 Dénia;2007M01;.
03063 Dénia;2006M12;..
03063 Dénia;2006M11;..
03063 Dénia;2006M10;2,53
03063 Dénia;2006M09;2,65
03063 Dénia;2006M08;2,96
03063 Dénia;2006M07;2,63
03063 Dénia;2006M06;2,49
03063 Dénia;2006M05;1,68
03063 Dénia;2006M04;2,4
03063 Dénia;2006M03;1,95
03063 Dénia;2006M02;1,86
03063 Dénia;2006M01;..
03063 Dénia;2005M12;1,76
03063 Dénia;2005M11;..
03063 Dénia;2005M10;2,92
03063 Dénia;2005M09;2,91
03063 Dénia;2005M08;2,99
03063 Dénia;2005M07;3,2
03063 Dénia;2005M06;2,4
03063 Dénia;2005M05;2,46
03063 Dénia;2005M04;2,06
03063 Dénia;2005M03;1,94
03063 Dénia;2005M02;2,07
03063 Dénia;2005M01;..
03065 Elx/Elche;2025M04;1,71
03065 Elx/Elche;2025M03;1,56
03065 Elx/Elche;2025M02;1,56
03065 Elx/Elche;2025M01;1,56
03065 Elx/Elche;2024M12;1,59
03065 Elx/Elche;2024M11;1,68
03065 Elx/Elche;2024M10;1,76
03065 Elx/Elche;2024M09;1,66
03065 Elx/Elche;2024M08;1,86
03065 Elx/Elche;2024M07;1,75
03065 Elx/Elche;2024M06;1,7
03065 Elx/Elche;2024M05;1,58
03065 Elx/Elche;2024M04;1,56
03065 Elx/Elche;2024M03;1,61
03065 Elx/Elche;2024M02;1,55
03065 Elx/Elche;2024M01;1,53
03065 Elx/Elche;2023M12;1,66
03065 Elx/Elche;2023M11;1,57
03065 Elx/Elche;2023M10;1,81
03065 Elx/Elche;2023M09;1,75
03065 Elx/Elche;2023M08;2,09
03065 Elx/Elche;2023M07;1,81
03065 Elx/Elche;2023M06;1,7
03065 Elx/Elche;2023M05;1,73
03065 Elx/Elche;2023M04;1,61
03065 Elx/Elche;2023M03;1,62
03065 Elx/Elche;2023M02;1,53
03065 Elx/Elche;2023M01;1,54
03065 Elx/Elche;2022M12;1,47
03065 Elx/Elche;2022M11;1,59
03065 Elx/Elche;2022M10;1,6
03065 Elx/Elche;2022M09;1,53
03065 Elx/Elche;2022M08;1,83
03065 Elx/Elche;2022M07;1,71
03065 Elx/Elche;2022M06;1,48
03065 Elx/Elche;2022M05;1,53
03065 Elx/Elche;2022M04;1,59
03065 Elx/Elche;2022M03;1,63
03065 Elx/Elche;2022M02;1,5
03065 Elx/Elche;2022M01;1,55
03065 Elx/Elche;2021M12;1,61
03065 Elx/Elche;2021M11;1,58
03065 Elx/Elche;2021M10;1,59
03065 Elx/Elche;2021M09;1,6
03065 Elx/Elche;2021M08;1,91
03065 Elx/Elche;2021M07;1,76
03065 Elx/Elche;2021M06;1,65
03065 Elx/Elche;2021M05;1,56
03065 Elx/Elche;2021M04;1,57
03065 Elx/Elche;2021M03;1,57
03065 Elx/Elche;2021M02;1,56
03065 Elx/Elche;2021M01;1,64
03065 Elx/Elche;2020M12;1,53
03065 Elx/Elche;2020M11;1,95
03065 Elx/Elche;2020M10;1,64
03065 Elx/Elche;2020M09;1,66
03065 Elx/Elche;2020M08;1,64
03065 Elx/Elche;2020M07;1,6
03065 Elx/Elche;2020M06;.
03065 Elx/Elche;2020M05;.
03065 Elx/Elche;2020M04;0
03065 Elx/Elche;2020M03;1,81
03065 Elx/Elche;2020M02;1,49
03065 Elx/Elche;2020M01;1,45
03065 Elx/Elche;2019M12;1,4
03065 Elx/Elche;2019M11;1,52
03065 Elx/Elche;2019M10;1,48
03065 Elx/Elche;2019M09;1,48
03065 Elx/Elche;2019M08;1,75
03065 Elx/Elche;2019M07;1,62
03065 Elx/Elche;2019M06;1,51
03065 Elx/Elche;2019M05;1,44
03065 Elx/Elche;2019M04;1,55
03065 Elx/Elche;2019M03;1,52
03065 Elx/Elche;2019M02;1,52
03065 Elx/Elche;2019M01;1,47
03065 Elx/Elche;2018M12;.
03065 Elx/Elche;2018M11;1,54
03065 Elx/Elche;2018M10;1,48
03065 Elx/Elche;2018M09;1,66
03065 Elx/Elche;2018M08;1,86
03065 Elx/Elche;2018M07;1,66
03065 Elx/Elche;2018M06;1,55
03065 Elx/Elche;2018M05;1,5
