Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;2.443
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;857
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;1.156
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;907
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;566
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;1.411
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;1.420
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;2.242
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;2.085
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;3.124
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;2.957
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;2.203
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;2.717
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;2.274
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;992
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;1.215
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;1.031
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2025M01;5.934
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M12;16.759
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M11;15.721
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M10;18.816
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M09;15.608
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M08;13.564
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M07;8.355
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M06;17.899
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M05;22.344
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M04;18.084
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M03;23.481
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M02;19.820
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M01;12.845
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M12;14.202
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M11;15.548
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M10;20.133
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M09;17.726
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M08;18.183
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M07;23.281
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M06;20.433
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M05;23.844
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M04;22.933
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M03;26.037
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M02;20.642
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M01;15.345
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2025M01;22.515
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M12;46.997
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M11;47.128
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M10;60.709
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M09;50.418
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M08;42.877
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M07;20.707
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M06;55.431
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M05;65.777
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M04;53.347
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M03;73.564
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M02;62.339
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M01;39.091
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M12;39.429
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M11;49.732
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M10;61.828
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M09;50.455
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M08;55.723
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M07;75.139
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M06;57.442
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M05;71.091
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M04;60.572
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M03;74.194
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M02;61.538
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M01;47.558
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2025M01;4.070
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M12;24.096
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M11;21.107
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M10;26.787
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M09;22.375
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M08;21.379
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M07;20.850
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M06;25.869
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M05;32.163
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M04;28.642
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M03;21.335
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M02;21.567
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M01;13.280
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M12;16.215
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M11;21.006
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M10;26.383
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M09;27.965
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M08;21.558
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M07;20.639
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M06;21.477
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M05;24.969
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M04;23.471
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M03;17.425
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M02;16.338
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M01;14.122
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;6.366
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;41.921
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;46.475
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;59.262
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;49.212
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;52.640
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;45.528
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;62.769
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;69.427
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;64.198
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;50.392
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;40.278
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;25.605
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;30.046
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;45.583
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;57.448
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;62.288
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;46.814
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;44.319
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;45.647
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;51.826
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;50.132
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;39.131
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;32.292
Encuesta de Ocupación en Albergues;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;28.445
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2025M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M12;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M11;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M10;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M05;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M04;1.408
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M03;1.390
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M02;678
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M12;302
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M11;429
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M10;1.263
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M05;2.582
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M04;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M03;749
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M02;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2025M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M12;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M11;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M10;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M05;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M04;2.720
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M03;3.273
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M02;1.593
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M12;883
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M11;1.135
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M10;3.149
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M05;5.949
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M04;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M03;1.569
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M02;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2025M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M12;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M11;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M10;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M05;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M04;6.533
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M03;2.640
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M02;1.138
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M12;545
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M11;1.094
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M10;4.128
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M05;3.888
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M04;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M03;2.073
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M02;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;12.609
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;5.565
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;2.521
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;1.512
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;3.218
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;11.053
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;10.035
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;4.652
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;.
Encuesta de Ocupación en Albergues;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;.
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2025M01;8.609
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M12;4.768
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M11;10.501
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M10;16.064
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M09;14.352
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M08;20.760
Encuesta de Ocupación en Albergues;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M07;19.992
