RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Total,Año,mes,Nom_mes
Total,Irlanda,Pernoctaciones,320334,2004,6,Junio
Total,Irlanda,Pernoctaciones,246534,2004,5,Mayo
Total,Irlanda,Pernoctaciones,113533,2004,4,Abril
Total,Irlanda,Pernoctaciones,79139,2004,3,Marzo
Total,Irlanda,Pernoctaciones,74854,2004,2,Febrero
Total,Irlanda,Pernoctaciones,63703,2004,1,Enero
Total,Irlanda,Pernoctaciones,47526,2003,12,Diciembre
Total,Irlanda,Pernoctaciones,57899,2003,11,Noviembre
Total,Irlanda,Pernoctaciones,162858,2003,10,Octubre
Total,Irlanda,Pernoctaciones,219716,2003,9,Septiembre
Total,Irlanda,Pernoctaciones,235473,2003,8,Agosto
Total,Irlanda,Pernoctaciones,272770,2003,7,Julio
Total,Irlanda,Pernoctaciones,233314,2003,6,Junio
Total,Irlanda,Pernoctaciones,199563,2003,5,Mayo
Total,Irlanda,Pernoctaciones,103087,2003,4,Abril
Total,Irlanda,Pernoctaciones,78277,2003,3,Marzo
Total,Irlanda,Pernoctaciones,66643,2003,2,Febrero
Total,Irlanda,Pernoctaciones,58561,2003,1,Enero
Total,Irlanda,Pernoctaciones,47569,2002,12,Diciembre
Total,Irlanda,Pernoctaciones,46874,2002,11,Noviembre
Total,Irlanda,Pernoctaciones,150116,2002,10,Octubre
Total,Irlanda,Pernoctaciones,199293,2002,9,Septiembre
Total,Irlanda,Pernoctaciones,200505,2002,8,Agosto
Total,Irlanda,Pernoctaciones,229600,2002,7,Julio
Total,Irlanda,Pernoctaciones,203642,2002,6,Junio
Total,Irlanda,Pernoctaciones,139412,2002,5,Mayo
Total,Irlanda,Pernoctaciones,99402,2002,4,Abril
Total,Irlanda,Pernoctaciones,68331,2002,3,Marzo
Total,Irlanda,Pernoctaciones,49394,2002,2,Febrero
Total,Irlanda,Pernoctaciones,48997,2002,1,Enero
Total,Irlanda,Pernoctaciones,39649,2001,12,Diciembre
Total,Irlanda,Pernoctaciones,48437,2001,11,Noviembre
Total,Irlanda,Pernoctaciones,119472,2001,10,Octubre
Total,Irlanda,Pernoctaciones,157337,2001,9,Septiembre
Total,Irlanda,Pernoctaciones,172170,2001,8,Agosto
Total,Irlanda,Pernoctaciones,169943,2001,7,Julio
Total,Irlanda,Pernoctaciones,160662,2001,6,Junio
Total,Irlanda,Pernoctaciones,128771,2001,5,Mayo
Total,Irlanda,Pernoctaciones,87282,2001,4,Abril
Total,Irlanda,Pernoctaciones,63554,2001,3,Marzo
Total,Irlanda,Pernoctaciones,57934,2001,2,Febrero
Total,Irlanda,Pernoctaciones,42499,2001,1,Enero
Total,Irlanda,Pernoctaciones,36030,2000,12,Diciembre
Total,Irlanda,Pernoctaciones,46962,2000,11,Noviembre
Total,Irlanda,Pernoctaciones,113781,2000,10,Octubre
Total,Irlanda,Pernoctaciones,119513,2000,9,Septiembre
Total,Irlanda,Pernoctaciones,140202,2000,8,Agosto
Total,Irlanda,Pernoctaciones,132863,2000,7,Julio
Total,Irlanda,Pernoctaciones,119036,2000,6,Junio
Total,Irlanda,Pernoctaciones,95381,2000,5,Mayo
Total,Irlanda,Pernoctaciones,73803,2000,4,Abril
Total,Irlanda,Pernoctaciones,60671,2000,3,Marzo
Total,Irlanda,Pernoctaciones,47897,2000,2,Febrero
Total,Irlanda,Pernoctaciones,37539,2000,1,Enero
Total,Irlanda,Pernoctaciones,23054,1999,12,Diciembre
Total,Irlanda,Pernoctaciones,28696,1999,11,Noviembre
Total,Irlanda,Pernoctaciones,92084,1999,10,Octubre
Total,Irlanda,Pernoctaciones,130887,1999,9,Septiembre
Total,Irlanda,Pernoctaciones,134883,1999,8,Agosto
Total,Irlanda,Pernoctaciones,133174,1999,7,Julio
Total,Irlanda,Pernoctaciones,121595,1999,6,Junio
Total,Irlanda,Pernoctaciones,93462,1999,5,Mayo
Total,Irlanda,Pernoctaciones,50818,1999,4,Abril
Total,Irlanda,Pernoctaciones,37367,1999,3,Marzo
Total,Irlanda,Pernoctaciones,31796,1999,2,Febrero
Total,Irlanda,Pernoctaciones,25317,1999,1,Enero
Total,Italia,Viajero,311880,2025,4,Abril
Total,Italia,Viajero,229774,2025,3,Marzo
Total,Italia,Viajero,188839,2025,2,Febrero
Total,Italia,Viajero,191989,2025,1,Enero
Total,Italia,Viajero,194592,2024,12,Diciembre
Total,Italia,Viajero,197559,2024,11,Noviembre
Total,Italia,Viajero,276110,2024,10,Octubre
Total,Italia,Viajero,320814,2024,9,Septiembre
Total,Italia,Viajero,549553,2024,8,Agosto
Total,Italia,Viajero,372076,2024,7,Julio
Total,Italia,Viajero,332534,2024,6,Junio
Total,Italia,Viajero,321732,2024,5,Mayo
Total,Italia,Viajero,302203,2024,4,Abril
Total,Italia,Viajero,242774,2024,3,Marzo
Total,Italia,Viajero,180397,2024,2,Febrero
Total,Italia,Viajero,185269,2024,1,Enero
Total,Italia,Viajero,192995,2023,12,Diciembre
Total,Italia,Viajero,192385,2023,11,Noviembre
Total,Italia,Viajero,265751,2023,10,Octubre
Total,Italia,Viajero,315872,2023,9,Septiembre
Total,Italia,Viajero,535344,2023,8,Agosto
Total,Italia,Viajero,352978,2023,7,Julio
Total,Italia,Viajero,307839,2023,6,Junio
Total,Italia,Viajero,281024,2023,5,Mayo
Total,Italia,Viajero,268582,2023,4,Abril
Total,Italia,Viajero,203945,2023,3,Marzo
Total,Italia,Viajero,157089,2023,2,Febrero
Total,Italia,Viajero,171322,2023,1,Enero
Total,Italia,Viajero,156910,2022,12,Diciembre
Total,Italia,Viajero,163395,2022,11,Noviembre
Total,Italia,Viajero,245017,2022,10,Octubre
Total,Italia,Viajero,295884,2022,9,Septiembre
Total,Italia,Viajero,484390,2022,8,Agosto
Total,Italia,Viajero,320514,2022,7,Julio
Total,Italia,Viajero,292664,2022,6,Junio
Total,Italia,Viajero,255672,2022,5,Mayo
Total,Italia,Viajero,208141,2022,4,Abril
Total,Italia,Viajero,150285,2022,3,Marzo
Total,Italia,Viajero,112736,2022,2,Febrero
Total,Italia,Viajero,85866,2022,1,Enero
Total,Italia,Viajero,115568,2021,12,Diciembre
Total,Italia,Viajero,140042,2021,11,Noviembre
Total,Italia,Viajero,163110,2021,10,Octubre
Total,Italia,Viajero,162384,2021,9,Septiembre
Total,Italia,Viajero,214271,2021,8,Agosto
Total,Italia,Viajero,143199,2021,7,Julio
Total,Italia,Viajero,90025,2021,6,Junio
Total,Italia,Viajero,46719,2021,5,Mayo
Total,Italia,Viajero,31271,2021,4,Abril
Total,Italia,Viajero,22350,2021,3,Marzo
Total,Italia,Viajero,15911,2021,2,Febrero
Total,Italia,Viajero,16094,2021,1,Enero
Total,Italia,Viajero,15566,2020,12,Diciembre
Total,Italia,Viajero,14675,2020,11,Noviembre
Total,Italia,Viajero,25499,2020,10,Octubre
Total,Italia,Viajero,36063,2020,9,Septiembre
Total,Italia,Viajero,78631,2020,8,Agosto
Total,Italia,Viajero,59398,2020,7,Julio
Total,Italia,Viajero,,2020,6,Junio
Total,Italia,Viajero,,2020,5,Mayo
Total,Italia,Viajero,,2020,4,Abril
Total,Italia,Viajero,40218,2020,3,Marzo
Total,Italia,Viajero,155952,2020,2,Febrero
Total,Italia,Viajero,170520,2020,1,Enero
Total,Italia,Viajero,184905,2019,12,Diciembre
Total,Italia,Viajero,186213,2019,11,Noviembre
Total,Italia,Viajero,247283,2019,10,Octubre
Total,Italia,Viajero,307720,2019,9,Septiembre
Total,Italia,Viajero,505996,2019,8,Agosto
Total,Italia,Viajero,337987,2019,7,Julio
Total,Italia,Viajero,305229,2019,6,Junio
Total,Italia,Viajero,276077,2019,5,Mayo
Total,Italia,Viajero,277922,2019,4,Abril
Total,Italia,Viajero,220982,2019,3,Marzo
Total,Italia,Viajero,163134,2019,2,Febrero
Total,Italia,Viajero,157742,2019,1,Enero
Total,Italia,Viajero,179591,2018,12,Diciembre
Total,Italia,Viajero,180760,2018,11,Noviembre
Total,Italia,Viajero,220304,2018,10,Octubre
Total,Italia,Viajero,292034,2018,9,Septiembre
Total,Italia,Viajero,487732,2018,8,Agosto
Total,Italia,Viajero,322240,2018,7,Julio
Total,Italia,Viajero,292153,2018,6,Junio
Total,Italia,Viajero,248083,2018,5,Mayo
Total,Italia,Viajero,241074,2018,4,Abril
Total,Italia,Viajero,194015,2018,3,Marzo
Total,Italia,Viajero,146227,2018,2,Febrero
Total,Italia,Viajero,150778,2018,1,Enero
Total,Italia,Viajero,161940,2017,12,Diciembre
Total,Italia,Viajero,162693,2017,11,Noviembre
Total,Italia,Viajero,217943,2017,10,Octubre
Total,Italia,Viajero,289423,2017,9,Septiembre
Total,Italia,Viajero,486651,2017,8,Agosto
Total,Italia,Viajero,331977,2017,7,Julio
Total,Italia,Viajero,299333,2017,6,Junio
Total,Italia,Viajero,257864,2017,5,Mayo
Total,Italia,Viajero,238582,2017,4,Abril
Total,Italia,Viajero,178937,2017,3,Marzo
Total,Italia,Viajero,146698,2017,2,Febrero
Total,Italia,Viajero,153782,2017,1,Enero
Total,Italia,Viajero,162394,2016,12,Diciembre
Total,Italia,Viajero,156845,2016,11,Noviembre
Total,Italia,Viajero,220504,2016,10,Octubre
Total,Italia,Viajero,281550,2016,9,Septiembre
Total,Italia,Viajero,501670,2016,8,Agosto
Total,Italia,Viajero,317428,2016,7,Julio
Total,Italia,Viajero,286400,2016,6,Junio
Total,Italia,Viajero,241111,2016,5,Mayo
Total,Italia,Viajero,222369,2016,4,Abril
Total,Italia,Viajero,178027,2016,3,Marzo
Total,Italia,Viajero,132854,2016,2,Febrero
Total,Italia,Viajero,135701,2016,1,Enero
Total,Italia,Viajero,149846,2015,12,Diciembre
Total,Italia,Viajero,142864,2015,11,Noviembre
Total,Italia,Viajero,189689,2015,10,Octubre
Total,Italia,Viajero,256089,2015,9,Septiembre
Total,Italia,Viajero,480006,2015,8,Agosto
Total,Italia,Viajero,293414,2015,7,Julio
Total,Italia,Viajero,254227,2015,6,Junio
Total,Italia,Viajero,234046,2015,5,Mayo
Total,Italia,Viajero,205538,2015,4,Abril
Total,Italia,Viajero,146667,2015,3,Marzo
Total,Italia,Viajero,115763,2015,2,Febrero
Total,Italia,Viajero,120585,2015,1,Enero
Total,Italia,Viajero,131739,2014,12,Diciembre
Total,Italia,Viajero,122150,2014,11,Noviembre
Total,Italia,Viajero,169112,2014,10,Octubre
Total,Italia,Viajero,237192,2014,9,Septiembre
Total,Italia,Viajero,436465,2014,8,Agosto
Total,Italia,Viajero,269856,2014,7,Julio
Total,Italia,Viajero,225210,2014,6,Junio
Total,Italia,Viajero,204048,2014,5,Mayo
Total,Italia,Viajero,192064,2014,4,Abril
Total,Italia,Viajero,142185,2014,3,Marzo
Total,Italia,Viajero,101224,2014,2,Febrero
Total,Italia,Viajero,98098,2014,1,Enero
Total,Italia,Viajero,119189,2013,12,Diciembre
Total,Italia,Viajero,117221,2013,11,Noviembre
Total,Italia,Viajero,162023,2013,10,Octubre
Total,Italia,Viajero,229248,2013,9,Septiembre
Total,Italia,Viajero,413918,2013,8,Agosto
Total,Italia,Viajero,259959,2013,7,Julio
Total,Italia,Viajero,210552,2013,6,Junio
Total,Italia,Viajero,177289,2013,5,Mayo
Total,Italia,Viajero,176328,2013,4,Abril
Total,Italia,Viajero,138962,2013,3,Marzo
Total,Italia,Viajero,97418,2013,2,Febrero
Total,Italia,Viajero,93765,2013,1,Enero
Total,Italia,Viajero,112811,2012,12,Diciembre
Total,Italia,Viajero,116941,2012,11,Noviembre
Total,Italia,Viajero,163818,2012,10,Octubre
Total,Italia,Viajero,243303,2012,9,Septiembre
Total,Italia,Viajero,457426,2012,8,Agosto
Total,Italia,Viajero,278992,2012,7,Julio
Total,Italia,Viajero,236130,2012,6,Junio
Total,Italia,Viajero,188694,2012,5,Mayo
Total,Italia,Viajero,215782,2012,4,Abril
Total,Italia,Viajero,155651,2012,3,Marzo
Total,Italia,Viajero,119574,2012,2,Febrero
Total,Italia,Viajero,130958,2012,1,Enero
Total,Italia,Viajero,141692,2011,12,Diciembre
Total,Italia,Viajero,126682,2011,11,Noviembre
Total,Italia,Viajero,209140,2011,10,Octubre
Total,Italia,Viajero,260918,2011,9,Septiembre
Total,Italia,Viajero,559709,2011,8,Agosto
Total,Italia,Viajero,323024,2011,7,Julio
Total,Italia,Viajero,279536,2011,6,Junio
Total,Italia,Viajero,241012,2011,5,Mayo
Total,Italia,Viajero,220470,2011,4,Abril
Total,Italia,Viajero,195556,2011,3,Marzo
Total,Italia,Viajero,127618,2011,2,Febrero
Total,Italia,Viajero,147654,2011,1,Enero
Total,Italia,Viajero,144327,2010,12,Diciembre
Total,Italia,Viajero,130887,2010,11,Noviembre
Total,Italia,Viajero,193656,2010,10,Octubre
Total,Italia,Viajero,233456,2010,9,Septiembre
Total,Italia,Viajero,490460,2010,8,Agosto
Total,Italia,Viajero,292734,2010,7,Julio
Total,Italia,Viajero,238479,2010,6,Junio
Total,Italia,Viajero,224217,2010,5,Mayo
Total,Italia,Viajero,201157,2010,4,Abril
Total,Italia,Viajero,154760,2010,3,Marzo
Total,Italia,Viajero,116249,2010,2,Febrero
Total,Italia,Viajero,122622,2010,1,Enero
Total,Italia,Viajero,145587,2009,12,Diciembre
Total,Italia,Viajero,112633,2009,11,Noviembre
Total,Italia,Viajero,147806,2009,10,Octubre
Total,Italia,Viajero,203539,2009,9,Septiembre
Total,Italia,Viajero,421663,2009,8,Agosto
Total,Italia,Viajero,242866,2009,7,Julio
Total,Italia,Viajero,214577,2009,6,Junio
Total,Italia,Viajero,200487,2009,5,Mayo
Total,Italia,Viajero,188451,2009,4,Abril
Total,Italia,Viajero,143814,2009,3,Marzo
Total,Italia,Viajero,105116,2009,2,Febrero
Total,Italia,Viajero,110928,2009,1,Enero
Total,Italia,Viajero,127351,2008,12,Diciembre
Total,Italia,Viajero,112705,2008,11,Noviembre
Total,Italia,Viajero,155341,2008,10,Octubre
Total,Italia,Viajero,227729,2008,9,Septiembre
Total,Italia,Viajero,513931,2008,8,Agosto
Total,Italia,Viajero,296402,2008,7,Julio
Total,Italia,Viajero,247161,2008,6,Junio
Total,Italia,Viajero,209895,2008,5,Mayo
Total,Italia,Viajero,201609,2008,4,Abril
Total,Italia,Viajero,180960,2008,3,Marzo
Total,Italia,Viajero,125378,2008,2,Febrero
Total,Italia,Viajero,130504,2008,1,Enero
Total,Italia,Viajero,152437,2007,12,Diciembre
Total,Italia,Viajero,129055,2007,11,Noviembre
Total,Italia,Viajero,160303,2007,10,Octubre
Total,Italia,Viajero,241862,2007,9,Septiembre
Total,Italia,Viajero,547123,2007,8,Agosto
Total,Italia,Viajero,293745,2007,7,Julio
Total,Italia,Viajero,246486,2007,6,Junio
Total,Italia,Viajero,191593,2007,5,Mayo
Total,Italia,Viajero,229675,2007,4,Abril
Total,Italia,Viajero,164155,2007,3,Marzo
Total,Italia,Viajero,110490,2007,2,Febrero
Total,Italia,Viajero,125282,2007,1,Enero
Total,Italia,Viajero,139359,2006,12,Diciembre
Total,Italia,Viajero,112446,2006,11,Noviembre
Total,Italia,Viajero,154112,2006,10,Octubre
Total,Italia,Viajero,232382,2006,9,Septiembre
Total,Italia,Viajero,541573,2006,8,Agosto
Total,Italia,Viajero,304209,2006,7,Julio
Total,Italia,Viajero,244325,2006,6,Junio
Total,Italia,Viajero,182945,2006,5,Mayo
Total,Italia,Viajero,199058,2006,4,Abril
Total,Italia,Viajero,147477,2006,3,Marzo
Total,Italia,Viajero,105183,2006,2,Febrero
Total,Italia,Viajero,120744,2006,1,Enero
Total,Italia,Viajero,109057,2005,12,Diciembre
Total,Italia,Viajero,94148,2005,11,Noviembre
Total,Italia,Viajero,126823,2005,10,Octubre
Total,Italia,Viajero,205866,2005,9,Septiembre
Total,Italia,Viajero,465700,2005,8,Agosto
Total,Italia,Viajero,263134,2005,7,Julio
Total,Italia,Viajero,200698,2005,6,Junio
Total,Italia,Viajero,152059,2005,5,Mayo
Total,Italia,Viajero,162393,2005,4,Abril
Total,Italia,Viajero,113966,2005,3,Marzo
Total,Italia,Viajero,86941,2005,2,Febrero
Total,Italia,Viajero,102460,2005,1,Enero
Total,Italia,Viajero,94134,2004,12,Diciembre
Total,Italia,Viajero,79607,2004,11,Noviembre
Total,Italia,Viajero,129962,2004,10,Octubre
Total,Italia,Viajero,178905,2004,9,Septiembre
Total,Italia,Viajero,453025,2004,8,Agosto
Total,Italia,Viajero,223650,2004,7,Julio
Total,Italia,Viajero,174438,2004,6,Junio
Total,Italia,Viajero,135847,2004,5,Mayo
Total,Italia,Viajero,117713,2004,4,Abril
Total,Italia,Viajero,111896,2004,3,Marzo
Total,Italia,Viajero,80614,2004,2,Febrero
Total,Italia,Viajero,88807,2004,1,Enero
Total,Italia,Viajero,89575,2003,12,Diciembre
Total,Italia,Viajero,71656,2003,11,Noviembre
Total,Italia,Viajero,108154,2003,10,Octubre
Total,Italia,Viajero,150310,2003,9,Septiembre
Total,Italia,Viajero,411921,2003,8,Agosto
Total,Italia,Viajero,201315,2003,7,Julio
Total,Italia,Viajero,170399,2003,6,Junio
Total,Italia,Viajero,131341,2003,5,Mayo
Total,Italia,Viajero,151556,2003,4,Abril
Total,Italia,Viajero,109716,2003,3,Marzo
Total,Italia,Viajero,73116,2003,2,Febrero
Total,Italia,Viajero,72626,2003,1,Enero
Total,Italia,Viajero,80777,2002,12,Diciembre
Total,Italia,Viajero,72881,2002,11,Noviembre
Total,Italia,Viajero,112799,2002,10,Octubre
Total,Italia,Viajero,165008,2002,9,Septiembre
Total,Italia,Viajero,466600,2002,8,Agosto
Total,Italia,Viajero,191289,2002,7,Julio
Total,Italia,Viajero,151289,2002,6,Junio
Total,Italia,Viajero,131807,2002,5,Mayo
Total,Italia,Viajero,151553,2002,4,Abril
Total,Italia,Viajero,116829,2002,3,Marzo
Total,Italia,Viajero,74005,2002,2,Febrero
Total,Italia,Viajero,73453,2002,1,Enero
Total,Italia,Viajero,76542,2001,12,Diciembre
Total,Italia,Viajero,63560,2001,11,Noviembre
Total,Italia,Viajero,97119,2001,10,Octubre
Total,Italia,Viajero,169989,2001,9,Septiembre
Total,Italia,Viajero,405542,2001,8,Agosto
Total,Italia,Viajero,181768,2001,7,Julio
Total,Italia,Viajero,153423,2001,6,Junio
Total,Italia,Viajero,132332,2001,5,Mayo
Total,Italia,Viajero,142106,2001,4,Abril
Total,Italia,Viajero,107795,2001,3,Marzo
Total,Italia,Viajero,74464,2001,2,Febrero
Total,Italia,Viajero,84699,2001,1,Enero
Total,Italia,Viajero,86213,2000,12,Diciembre
Total,Italia,Viajero,69973,2000,11,Noviembre
Total,Italia,Viajero,98904,2000,10,Octubre
Total,Italia,Viajero,171665,2000,9,Septiembre
Total,Italia,Viajero,402884,2000,8,Agosto
Total,Italia,Viajero,182142,2000,7,Julio
Total,Italia,Viajero,142740,2000,6,Junio
Total,Italia,Viajero,129684,2000,5,Mayo
Total,Italia,Viajero,145153,2000,4,Abril
Total,Italia,Viajero,105436,2000,3,Marzo
Total,Italia,Viajero,72293,2000,2,Febrero
Total,Italia,Viajero,83395,2000,1,Enero
Total,Italia,Viajero,100712,1999,12,Diciembre
Total,Italia,Viajero,65090,1999,11,Noviembre
Total,Italia,Viajero,107091,1999,10,Octubre
Total,Italia,Viajero,165316,1999,9,Septiembre
Total,Italia,Viajero,391229,1999,8,Agosto
Total,Italia,Viajero,202945,1999,7,Julio
Total,Italia,Viajero,167058,1999,6,Junio
Total,Italia,Viajero,126287,1999,5,Mayo
Total,Italia,Viajero,131764,1999,4,Abril
Total,Italia,Viajero,99945,1999,3,Marzo
Total,Italia,Viajero,68863,1999,2,Febrero
Total,Italia,Viajero,75811,1999,1,Enero
Total,Italia,Pernoctaciones,835000,2025,4,Abril
Total,Italia,Pernoctaciones,653659,2025,3,Marzo
Total,Italia,Pernoctaciones,553958,2025,2,Febrero
Total,Italia,Pernoctaciones,601576,2025,1,Enero
Total,Italia,Pernoctaciones,530659,2024,12,Diciembre
Total,Italia,Pernoctaciones,551027,2024,11,Noviembre
Total,Italia,Pernoctaciones,742425,2024,10,Octubre
Total,Italia,Pernoctaciones,1035250,2024,9,Septiembre
Total,Italia,Pernoctaciones,2014359,2024,8,Agosto
Total,Italia,Pernoctaciones,1318854,2024,7,Julio
Total,Italia,Pernoctaciones,1017193,2024,6,Junio
Total,Italia,Pernoctaciones,884377,2024,5,Mayo
Total,Italia,Pernoctaciones,815504,2024,4,Abril
Total,Italia,Pernoctaciones,689604,2024,3,Marzo
Total,Italia,Pernoctaciones,547433,2024,2,Febrero
Total,Italia,Pernoctaciones,580111,2024,1,Enero
Total,Italia,Pernoctaciones,533064,2023,12,Diciembre
Total,Italia,Pernoctaciones,543701,2023,11,Noviembre
Total,Italia,Pernoctaciones,714811,2023,10,Octubre
Total,Italia,Pernoctaciones,1013267,2023,9,Septiembre
Total,Italia,Pernoctaciones,1903428,2023,8,Agosto
Total,Italia,Pernoctaciones,1240864,2023,7,Julio
Total,Italia,Pernoctaciones,966271,2023,6,Junio
Total,Italia,Pernoctaciones,773655,2023,5,Mayo
Total,Italia,Pernoctaciones,739851,2023,4,Abril
Total,Italia,Pernoctaciones,575925,2023,3,Marzo
Total,Italia,Pernoctaciones,481940,2023,2,Febrero
Total,Italia,Pernoctaciones,541879,2023,1,Enero
Total,Italia,Pernoctaciones,443467,2022,12,Diciembre
Total,Italia,Pernoctaciones,472097,2022,11,Noviembre
Total,Italia,Pernoctaciones,681048,2022,10,Octubre
Total,Italia,Pernoctaciones,971011,2022,9,Septiembre
Total,Italia,Pernoctaciones,1773605,2022,8,Agosto
Total,Italia,Pernoctaciones,1159710,2022,7,Julio
Total,Italia,Pernoctaciones,920470,2022,6,Junio
Total,Italia,Pernoctaciones,690066,2022,5,Mayo
Total,Italia,Pernoctaciones,593722,2022,4,Abril
Total,Italia,Pernoctaciones,440198,2022,3,Marzo
Total,Italia,Pernoctaciones,330073,2022,2,Febrero
Total,Italia,Pernoctaciones,290787,2022,1,Enero
Total,Italia,Pernoctaciones,344887,2021,12,Diciembre
Total,Italia,Pernoctaciones,413857,2021,11,Noviembre
Total,Italia,Pernoctaciones,468504,2021,10,Octubre
Total,Italia,Pernoctaciones,515421,2021,9,Septiembre
Total,Italia,Pernoctaciones,799598,2021,8,Agosto
Total,Italia,Pernoctaciones,489722,2021,7,Julio
Total,Italia,Pernoctaciones,278981,2021,6,Junio
Total,Italia,Pernoctaciones,134638,2021,5,Mayo
Total,Italia,Pernoctaciones,96021,2021,4,Abril
Total,Italia,Pernoctaciones,62894,2021,3,Marzo
Total,Italia,Pernoctaciones,45627,2021,2,Febrero
Total,Italia,Pernoctaciones,48909,2021,1,Enero
Total,Italia,Pernoctaciones,42444,2020,12,Diciembre
Total,Italia,Pernoctaciones,47670,2020,11,Noviembre
Total,Italia,Pernoctaciones,76485,2020,10,Octubre
Total,Italia,Pernoctaciones,109621,2020,9,Septiembre
Total,Italia,Pernoctaciones,289732,2020,8,Agosto
Total,Italia,Pernoctaciones,183420,2020,7,Julio
Total,Italia,Pernoctaciones,,2020,6,Junio
Total,Italia,Pernoctaciones,,2020,5,Mayo
Total,Italia,Pernoctaciones,,2020,4,Abril
Total,Italia,Pernoctaciones,126981,2020,3,Marzo
Total,Italia,Pernoctaciones,476649,2020,2,Febrero
Total,Italia,Pernoctaciones,540413,2020,1,Enero
Total,Italia,Pernoctaciones,516721,2019,12,Diciembre
Total,Italia,Pernoctaciones,515096,2019,11,Noviembre
Total,Italia,Pernoctaciones,693309,2019,10,Octubre
Total,Italia,Pernoctaciones,1044581,2019,9,Septiembre
Total,Italia,Pernoctaciones,1890616,2019,8,Agosto
Total,Italia,Pernoctaciones,1271142,2019,7,Julio
Total,Italia,Pernoctaciones,991891,2019,6,Junio
Total,Italia,Pernoctaciones,758594,2019,5,Mayo
Total,Italia,Pernoctaciones,761375,2019,4,Abril
Total,Italia,Pernoctaciones,646338,2019,3,Marzo
Total,Italia,Pernoctaciones,482168,2019,2,Febrero
Total,Italia,Pernoctaciones,501891,2019,1,Enero
Total,Italia,Pernoctaciones,510619,2018,12,Diciembre
Total,Italia,Pernoctaciones,504351,2018,11,Noviembre
Total,Italia,Pernoctaciones,616662,2018,10,Octubre
Total,Italia,Pernoctaciones,982808,2018,9,Septiembre
Total,Italia,Pernoctaciones,1807660,2018,8,Agosto
Total,Italia,Pernoctaciones,1197492,2018,7,Julio
Total,Italia,Pernoctaciones,960050,2018,6,Junio
Total,Italia,Pernoctaciones,680452,2018,5,Mayo
Total,Italia,Pernoctaciones,659187,2018,4,Abril
Total,Italia,Pernoctaciones,548052,2018,3,Marzo
Total,Italia,Pernoctaciones,448799,2018,2,Febrero
Total,Italia,Pernoctaciones,500339,2018,1,Enero
Total,Italia,Pernoctaciones,442611,2017,12,Diciembre
Total,Italia,Pernoctaciones,454534,2017,11,Noviembre
Total,Italia,Pernoctaciones,629574,2017,10,Octubre
Total,Italia,Pernoctaciones,954969,2017,9,Septiembre
Total,Italia,Pernoctaciones,1764110,2017,8,Agosto
Total,Italia,Pernoctaciones,1221738,2017,7,Julio
Total,Italia,Pernoctaciones,970749,2017,6,Junio
Total,Italia,Pernoctaciones,695557,2017,5,Mayo
Total,Italia,Pernoctaciones,642878,2017,4,Abril
Total,Italia,Pernoctaciones,540418,2017,3,Marzo
Total,Italia,Pernoctaciones,455655,2017,2,Febrero
Total,Italia,Pernoctaciones,535878,2017,1,Enero
Total,Italia,Pernoctaciones,477044,2016,12,Diciembre
Total,Italia,Pernoctaciones,460281,2016,11,Noviembre
Total,Italia,Pernoctaciones,638832,2016,10,Octubre
Total,Italia,Pernoctaciones,996478,2016,9,Septiembre
Total,Italia,Pernoctaciones,1824678,2016,8,Agosto
Total,Italia,Pernoctaciones,1173445,2016,7,Julio
Total,Italia,Pernoctaciones,940609,2016,6,Junio
Total,Italia,Pernoctaciones,655482,2016,5,Mayo
Total,Italia,Pernoctaciones,617923,2016,4,Abril
Total,Italia,Pernoctaciones,536012,2016,3,Marzo
Total,Italia,Pernoctaciones,427512,2016,2,Febrero
Total,Italia,Pernoctaciones,480791,2016,1,Enero
Total,Italia,Pernoctaciones,437715,2015,12,Diciembre
Total,Italia,Pernoctaciones,424227,2015,11,Noviembre
Total,Italia,Pernoctaciones,547351,2015,10,Octubre
Total,Italia,Pernoctaciones,921126,2015,9,Septiembre
Total,Italia,Pernoctaciones,1804860,2015,8,Agosto
Total,Italia,Pernoctaciones,1114416,2015,7,Julio
