Totales Territoriales;Provincias;Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M12;2,86
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M11;3,39
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M10;2,43
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M09;2,12
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M08;1,34
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M07;1,65
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M06;1,58
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M05;1,91
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M04;2,28
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M03;2,74
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M02;2,42
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Viajero;2022M01;2,58
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2025M03;2,76
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2025M02;2,94
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2025M01;2,77
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M12;2,66
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M11;2,90
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M10;1,92
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M09;3,61
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M08;1,31
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M07;1,73
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M06;1,70
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M05;2,59
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M04;1,77
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M03;2,08
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M02;2,28
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M01;2,33
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M12;2,65
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M11;2,36
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M10;2,23
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M09;2,00
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M08;0,95
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M07;1,95
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M06;2,46
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M05;2,02
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M04;2,01
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M03;1,86
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M02;2,21
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M01;2,18
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M12;2,59
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M11;3,34
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M10;2,13
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M09;1,84
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M08;1,22
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M07;1,36
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M06;1,29
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M05;1,92
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M04;2,24
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M03;2,51
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M02;2,59
Total Nacional;08 Barcelona;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M01;2,36
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2025M03;2,91
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2025M02;1,79
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2025M01;1,72
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M12;1,65
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M11;1,52
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M10;1,34
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M09;1,31
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M08;1,19
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M07;1,47
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M06;1,49
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M05;1,37
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M04;2,03
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M03;1,90
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M02;1,64
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2024M01;1,66
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M12;1,79
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M11;1,58
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M10;1,47
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M09;1,59
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M08;1,45
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M07;1,51
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M06;1,57
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M05;1,75
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M04;1,70
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M03;1,92
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M02;2,49
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2023M01;1,52
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M12;1,59
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M11;1,95
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M10;1,54
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M09;1,59
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M08;1,87
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M07;1,70
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M06;1,61
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M05;1,63
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M04;1,45
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M03;1,56
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M02;1,50
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Viajero;2022M01;1,42
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2025M03;4,16
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2025M02;1,93
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2025M01;1,64
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M12;1,79
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M11;1,64
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M10;1,42
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M09;1,33
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M08;1,04
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M07;1,34
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M06;1,38
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M05;1,38
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M04;3,38
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M03;1,82
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M02;1,58
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2024M01;1,74
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M12;1,68
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M11;1,69
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M10;1,39
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M09;1,73
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M08;1,21
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M07;1,40
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M06;1,74
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M05;1,94
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M04;1,86
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M03;1,93
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M02;2,51
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2023M01;1,58
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M12;1,57
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M11;1,93
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M10;1,53
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M09;1,41
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M08;1,31
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M07;1,40
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M06;1,46
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M05;1,61
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M04;1,56
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M03;1,58
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M02;1,75
Total Nacional;08 Barcelona;Total Nacional;05 Canarias;Pernoctaciones;2022M01;1,66
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2025M03;0,79
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2025M02;0,52
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2025M01;0,45
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M12;0,55
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M11;0,79
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M10;0,56
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M09;0,78
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M08;0,67
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M07;0,91
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M06;0,50
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M05;0,48
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M04;0,58
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M03;0,64
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M02;0,73
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2024M01;0,43
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M12;0,63
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M11;0,69
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M10;0,51
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M09;0,51
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M08;0,50
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M07;0,45
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M06;0,51
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M05;0,71
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M04;0,68
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M03;0,40
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M02;0,58
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2023M01;0,52
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M12;0,53
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M11;0,86
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M10;0,72
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M09;0,45
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M08;0,77
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M07;0,49
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M06;0,57
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M05;0,60
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M04;0,70
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M03;0,64
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M02;0,49
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Viajero;2022M01;0,76
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2025M03;0,84
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2025M02;0,59
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2025M01;0,47
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M12;0,59
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M11;0,82
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M10;1,38
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M09;0,82
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M08;0,58
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M07;1,22
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M06;0,49
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M05;0,53
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M04;1,01
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M03;0,67
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M02;0,75
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2024M01;0,65
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M12;0,68
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M11;0,71
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M10;0,48
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M09;0,48
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M08;0,45
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M07;0,47
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M06;0,55
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M05;0,71
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M04;0,73
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M03;0,41
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M02;0,59
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2023M01;0,57
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M12;0,50
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M11;0,81
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M10;0,79
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M09;0,42
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M08;0,64
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M07;0,46
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M06;0,61
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M05;0,66
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M04;0,79
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M03;0,58
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M02;0,54
Total Nacional;08 Barcelona;Total Nacional;06 Cantabria;Pernoctaciones;2022M01;0,69
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2025M03;2,29
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2025M02;2,17
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2025M01;2,02
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M12;1,91
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M11;1,89
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M10;1,68
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M09;1,63
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M08;1,34
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M07;1,49
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M06;1,74
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M05;1,91
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M04;1,66
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M03;2,12
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M02;1,61
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2024M01;1,76
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M12;1,55
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M11;1,76
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M10;1,40
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M09;1,80
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M08;1,40
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M07;1,90
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M06;1,99
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M05;1,64
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M04;1,79
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M03;1,79
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M02;1,51
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2023M01;1,58
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2022M12;1,53
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2022M11;1,58
Total Nacional;08 Barcelona;Total Nacional;07 Castilla y León;Viajero;2022M10;1,51
